Country,Country Code,gdp_per_capita,inflation,unemployment_rate,life_expectancy,secondary_enrollment,electricity_access,drinking_water_access,sanitation_access,government_effectiveness,political_stability,rule_of_law,forest_area,pm25_exposure,renewable_energy,gdp_per_capita_normalised,life_expectancy_normalised,secondary_enrollment_normalised,electricity_access_normalised,drinking_water_access_normalised,sanitation_access_normalised,government_effectiveness_normalised,political_stability_normalised,rule_of_law_normalised,forest_area_normalised,renewable_energy_normalised,inflation_normalised,unemployment_rate_normalised,pm25_exposure_normalised
Sri Lanka,LKA,4515.56787322732,-0.42936004906973,4.239,77.672,87.9534065332114,100.0,90.2138440260395,95.3530207374149,-0.2745215,-0.350302399999999,-0.2577461,34.0048496605238,19.9644408635608,48.8,0.014928462915967788,0.7230242922603728,0.5451432307947773,1.0,0.8478488326896303,0.9481608544290997,0.4263528539176187,0.5539596538397372,0.4608073054092227,0.36003938264576646,0.5067497403946002,0.9488863078024872,0.880943412627126,0.8121676114871352
St. Kitts and Nevis,KNA,23960.6534357084,3.55711230848243,5.1895,72.281,137.513208876365,100.0,97.0965711084738,92.9912822357176,0.6913852,0.9121334,0.5904494,42.3076923076923,8.5943079884613,1.5,0.08249726494517028,0.5538258740819787,0.8644743941470691,1.0,0.9548586701229961,0.9218145982760696,0.643290000257385,0.8453189246904494,0.6614819372591056,0.44794891233740397,0.01557632398753894,0.9317166261523642,0.8534030655115464,0.9538918382315126
St. Lucia,LCA,14181.6303351598,-0.110283575834694,10.199,72.846,87.8672424011515,100.0,98.0956816576068,92.9912822357176,0.2682296,1.0382485,0.5032686,34.0491803278688,23.7585855502375,9.7,0.0485166031580664,0.5715585964471785,0.5445880451154759,1.0,0.9703924340163147,0.9218145982760696,0.5482516613353219,0.8744251997020299,0.6408558257737483,0.36050875058188453,0.10072689511941849,0.9475120498179532,0.7082548604873528,0.7648750927644076
St. Vincent and the Grenadines,VCT,11501.2265187188,3.62770736940927,18.093,71.382,124.871794871795,100.0,97.0965711084738,92.9912822357176,0.2682296,1.0382485,0.5017878,73.1794871794872,23.9262758481858,5.1,0.03920259555190434,0.5256104450442536,0.7830213364341592,1.0,0.9548586701229961,0.9218145982760696,0.5482516613353219,0.8744251997020299,0.6405054831996092,0.7748158762490615,0.0529595015576324,0.9314125741952777,0.47952945267000846,0.7627848992662029
Sudan,SDN,984.607666015625,138.80846024176,7.53,66.521,92.65956406180274,66.0,64.8917129502851,65.7085965688426,-1.79393619999999,-2.0243381,-1.7733122,9.55196466809422,45.8349025581217,61.0,0.0026588974030024117,0.37304626200489616,0.5754666519440108,0.6405919661733616,0.45415065209513283,0.6174639580144491,0.08510096165443216,0.1676066837084543,0.10223941727298201,0.10113508797973735,0.6334371754932503,0.34919092962644616,0.7855880392895431,0.4897024987696558
Suriname,SUR,6961.78955961526,16.2296159130279,7.621,73.757,76.1109237670898,99.6,97.9978493893275,89.9982745800564,-0.454291699999999,0.4782277,-0.2085757,94.44758351333,27.3059698425997,14.5,0.02342872218795624,0.600150649676731,0.4688379668532335,0.9957716701902748,0.9688713777549056,0.888426250536741,0.38597749034996887,0.7451772395687443,0.47244053373678574,1.0,0.1505711318795431,0.8771363273104865,0.7829513516645902,0.7206583451394786
Sweden,SWE,57117.4877440616,2.83581658224034,8.4,84.0634146341463,131.96354675293,100.0,99.7607966673045,98.743188223274,1.7746948,0.6035115,1.7267013,68.7013529108454,5.63670790600148,57.9,0.19771236986705,0.9236210731952262,0.8287159774807147,1.0,0.9962809640076254,0.9859796988608301,0.8865951696142947,0.7740916577256172,0.9303078526538817,0.7274019128414135,0.6012461059190031,0.9348232369311168,0.7603801466114218,0.9907571580400162
Switzerland,CHE,103998.186685604,1.06234041976594,4.343,84.4073170731707,101.4287109375,100.0,99.9999967819997,99.8998709349206,1.8402935,0.9806678,1.7636516,32.3827380818297,9.06104968621636,27.7,0.36061587860160066,0.9344145713756419,0.6319693363985294,1.0,0.9999999499678419,0.9988830152046683,0.9013282642098684,0.86113607183741,0.9390499266795548,0.3428646544171171,0.28764278296988577,0.9424615743865569,0.8779300553414656,0.9480740868533769
Syrian Arab Republic,SYR,1051.67149587463,3.117463837096035,13.359,72.56,38.736930847168,88.4,94.1259941580026,95.6484324566991,-1.6726478,-2.3680716,-1.813556,2.84310842454937,24.7058382627422,1.1,0.0028919343124314202,0.5625823865419624,0.2280242413342565,0.8773784355179705,0.9086733495740376,0.9514563051410542,0.11234164585313787,0.08827596294866333,0.09271813385513751,0.030102500442990194,0.011422637590861892,0.93361018607568,0.6166951583461304,0.7530679608965605
Tajikistan,TJK,1341.20229027672,3.117463837096035,7.041,71.927,86.9035257819264,100.0,89.1914749965589,95.9857039731115,-0.6009336,-0.2756522,-1.18373399999999,3.07514950644859,37.0534062306267,34.9,0.003898011085169282,0.5427154604230747,0.5383784814245585,1.0,0.8319534554167408,0.9552187207336932,0.35304255437753845,0.5711882747651416,0.24172776427755652,0.032559324358093014,0.3624091381100727,0.93361018607568,0.7997566134500044,0.599160390805234
Tanzania,TZA,1186.71691894531,3.05694676312373,1.557,67.212,28.231330871582,48.3,64.6059619473789,37.2193614570345,-0.2924507,-0.3895961,-0.5194228,50.0541883043576,25.081431153535,78.3,0.0033611972234683825,0.3947335383842824,0.16033298141580113,0.4534883720930233,0.4497079118845769,0.29965371555103587,0.4223260576606355,0.5448910075125125,0.39889719690688774,0.5299679085732578,0.8130841121495327,0.9338708322814747,0.958653261090024,0.7483863434868934
Thailand,THA,7346.62022142185,1.36580540798037,0.781,76.564,92.507325535959,100.0,100.0,99.3504878190651,0.2536395,-0.6833311,-0.2155096,38.6873886746658,31.0072016277159,19.0,0.02476595193265574,0.6882493252149895,0.5744857258049574,1.0,1.0,0.9927543992355097,0.5449748079303172,0.4770995083936393,0.47080004185751506,0.4096175596616042,0.19730010384215993,0.9411545548534277,0.9811375423753369,0.6745239491293779
Timor-Leste,TLS,1331.9705130185,2.06284153005468,1.523,67.904,84.7410404382553,100.0,87.3296506057336,72.935802279964,-0.898562299999999,0.5260108,-0.6256762,61.6610625420309,17.4104661970888,11.4,0.003865932021904992,0.41645220011298717,0.5244448310087357,1.0,0.803006568084805,0.6980866911404942,0.28619684262627487,0.7562051660383411,0.37375869767198455,0.6528601394373237,0.11838006230529596,0.9381524298563787,0.9596383971257207,0.8440018995035191
Togo,TGO,1119.38160509429,2.86262074089801,1.948,62.935,63.4192515229188,59.2,64.7862455498292,25.1681056691569,-0.8014589,-0.8094466,-0.632861,22.0700496414782,51.6661369398223,75.1,0.003127216947241032,0.26049839934718483,0.3870610777011121,0.5687103594080339,0.4525108879083313,0.16521653221133487,0.30800571349950584,0.4479931410655162,0.37205884534440786,0.23367511185040865,0.7798546209761162,0.9347077917881998,0.9473241966795122,0.4170184595600865
Tonga,TON,5651.59373063157,3.230563002681,1.965,73.07,92.4258049730721,100.0,98.8583466602623,93.933454352263,-0.0372776,1.254781,0.6942664,12.4305555555556,12.4784129504796,2.3,0.018875985081008274,0.5785889146946204,0.5739604602681104,1.0,0.9822500388541658,0.9323249523668837,0.4796364833328789,0.9243990291161528,0.6860440084499564,0.13161327260216452,0.02388369678089304,0.9331230695240477,0.9468316286616637,0.9054780001187169
Trinidad and Tobago,TTO,18733.4110406494,0.526884625776839,3.318,73.617,95.6815649255588,98.7,99.2503077495039,94.1780681697959,0.1112932,0.3600136,-0.371533,44.2358674463938,25.6022583642289,0.5,0.06433336921863846,0.5957567007720798,0.594938461875637,0.9862579281183933,0.9883440902290918,0.9350537296174816,0.5130046392649333,0.7178944470653367,0.433886454889691,0.46836420584705063,0.005192107995846314,0.944767775131456,0.9076290093587923,0.7418944374982944
Tunisia,TUN,4181.13789301228,7.20661657168794,15.341,76.711,92.65956406180274,100.0,96.7327873288014,98.5373409254893,-0.2393469,-0.9248175,-0.3644942,4.55278063851699,24.1829826735327,11.6,0.013766368100124927,0.6928629715648735,0.5754666519440108,1.0,0.949202708081004,0.983683379589265,0.43425286884415637,0.4213665345470774,0.4355517650671972,0.04820431046681492,0.12045690550363447,0.9159982614529834,0.5592675223828703,0.7595851498242268
Turkiye,TUR,15892.7157287241,58.5064507300342,8.8,77.421,118.411979675293,100.0,95.9866257794699,99.2777016762549,-0.0707153,-0.970710499999999,-0.8434149,29.4795681041539,21.6120469179783,12.0,0.05446237232638958,0.7151465695813196,0.7413984847638324,1.0,0.9376016922137947,0.9919424370468549,0.4721265662589367,0.41077482682051303,0.32224388362030415,0.3121262292538512,0.12461059190031153,0.6950505808465254,0.748790310897343,0.7916308511337842
Turkmenistan,TKM,6856.65802730208,3.117463837096035,4.02,70.201,94.6464126735365,100.0,99.9219552580212,99.7354493287639,-1.0591384,0.2455892,-1.4131747,8.78215904496414,19.5997611438189,0.1,0.02306340563169473,0.4885443474985875,0.5882686133843892,1.0,0.9987865921383118,0.9970488181715151,0.25013236465509076,0.6914862845658811,0.1874443732387201,0.09298447581482755,0.001038421599169263,0.93361018607568,0.8872888476805842,0.8167132005191653
Tuvalu,TUV,6344.7750188689,3.117463837096035,5.1895,67.259,90.6571654790182,100.0,98.7415397759091,89.674451389507,-0.6909856,1.4687654,1.2213564,33.3333333333333,5.91780105591262,5.2,0.02128468773673881,0.39620864980227233,0.5625644965942347,1.0,0.9804339729901518,0.8848138570730384,0.33281738780380143,0.9737847790746279,0.8107482679063609,0.35292944608401494,0.053997923156801665,0.93361018607568,0.8534030655115464,0.9872534426699398
Uganda,UGA,1077.91278452817,3.3233806708656,2.74,68.487,92.65956406180274,51.5,63.0058015721971,23.896386630237,-0.3501362,-1.0222248,-0.738524299999999,11.0419703770197,33.8077192571642,90.9,0.002983118917010551,0.4347498587659279,0.5754666519440108,0.48731501057082455,0.4248292700955499,0.15102993385169844,0.4093702227387092,0.39888577164132283,0.34705995790920746,0.11691109466513006,0.9439252336448599,0.9327233051029508,0.9243763219656361,0.6396166002111636
Ukraine,UKR,5389.47314453125,6.50198464669254,9.834,74.692,86.1695022583008,100.0,93.4790922597539,97.7258264478011,-0.5988431,-0.432315,-0.720198999999999,16.7552640662755,14.90010098879,8.9,0.01796515473608223,0.6294959512899376,0.5336489107918037,1.0,0.8986155823347116,0.9746305702770991,0.3535120687772453,0.535031854630802,0.35139554190020794,0.17740278197706055,0.09241952232606439,0.9190331014688096,0.7188305855764495,0.8752926128047936
United Arab Emirates,ARE,50273.5060469837,1.66336510224894,2.16,83.069,102.129724902444,100.0,100.0,99.0868783474854,1.2599659,0.7886704,0.4968448,4.46775556181357,36.3055030826594,1.0,0.17393054371383365,0.8924110225346809,0.6364862148840768,1.0,1.0,0.9898137169128848,0.7709899887985835,0.8168247314355991,0.6393360184886622,0.04730407487008926,0.010384215991692628,0.9398729693401554,0.9411815837510505,0.6084827088897905
United Kingdom,GBR,53246.3676145108,3.2715729463592,4.361,81.3868536585366,112.120048522949,100.0,99.9999991412127,99.1026610062551,1.1849099,0.2577085,1.269914,13.2907130161617,9.91288560282114,12.2,0.18426079883516072,0.8396162720022784,0.700857368786438,1.0,0.9999999866479248,0.9899897795762254,0.7541328384592417,0.6942833142534273,0.8222365138396556,0.14072051948566683,0.12668743509865005,0.9329464402603053,0.8774085127343321,0.937456287754627
United States,USA,84534.0407841548,2.94952520485207,4.022,78.890243902439,97.4734878540039,100.0,99.9804443465812,99.6182734760609,1.3599787,-0.0951125,0.9617896,33.8669264120375,7.81485752365112,10.9,0.2929808447079917,0.7612593026940869,0.6064844488716298,1.0,0.9996959566654053,0.9957416687864141,0.7934522943498855,0.6128552770409059,0.7493373407905577,0.35857906737505507,0.11318795430944964,0.9343334954564471,0.8872308985020139,0.9636073811916736
Uruguay,URY,23906.5133029408,4.84914366613156,8.209,78.287,119.105005958635,100.0,99.6326913879836,99.1507922342621,0.6904799,1.2779376,0.9505638,11.9643469317792,10.5717923259135,57.8,0.08230913597545944,0.7423262820915199,0.7458638958193687,1.0,0.9942892353003414,0.9905267050915272,0.6430866750308581,0.9297433722434482,0.7466814279942503,0.12667711006169463,0.6002076843198338,0.9261518648538728,0.7659142931648945,0.9292432750438042
Uzbekistan,UZB,3161.70010632875,9.62825465956682,4.439,72.528,96.8399222342106,100.0,97.2904869756033,96.547826032469,-0.1435922,-0.0267335,-0.6562072,8.54914331101781,31.9604294559849,1.0,0.010223972271205835,0.5615780553637564,0.6024021636956769,1.0,0.9578735950457403,0.961489445352214,0.455758829374941,0.6286365592110572,0.3665353662760873,0.0905173323975114,0.010384215991692628,0.905568299493778,0.8751484947700867,0.6626423397975728
Vanuatu,VUT,3410.77023167097,11.1825017088175,4.988,71.654,134.670675170038,61.6,87.1200605921327,47.8141509828146,-0.8168523,0.960216,0.4215614,36.2838392124692,14.0824115364695,25.0,0.011089454191383604,0.5341472600590044,0.8461589539638235,0.5940803382663848,0.7997479479165973,0.4178433620902442,0.30454844348733334,0.8564159731713357,0.6215247136899366,0.3841690582517469,0.25960539979231567,0.8988741788156998,0.8592414452525137,0.8854847896790805
"Venezuela, RB",VEN,4217.59102643391,3.117463837096035,5.321,72.673,97.7908172607422,100.0,93.3316109894304,98.3955859787771,-1.46624969999999,-1.74042419999999,-2.20427409999999,52.2338793719177,15.2565796212874,33.7,0.013893037357896808,0.5661289310150023,0.6085291133744863,1.0,0.8963226036109058,0.9821020393458999,0.15869748417991608,0.23313155783542772,0.0002781116260833572,0.5530462234065057,0.3499480789200416,0.93361018607568,0.8495929070205431,0.870849247094246
Viet Nam,VNM,4717.29028732449,3.62109273885843,1.602,74.736,93.4123434096522,99.8,98.761246653694,95.447026934425,-0.0922968,0.0056736,-0.3139343,47.4454820708996,20.8010641731194,24.2,0.015629418528592277,0.6308769066599713,0.5803170729209127,0.9978858350951374,0.980740367499599,0.9492095358748315,0.4672794842128843,0.6361158377822022,0.44751373529560196,0.5023472311941503,0.2512980269989616,0.9314410633181424,0.9573494045721903,0.8017394315418347
Virgin Islands (U.S.),VIR,44320.909185774,3.117463837096035,11.423,80.7707317073171,92.65956406180274,100.0,99.4656802967685,99.2588820364163,0.3747914,0.9711697,0.5793123,58.1714285714286,8.63342756669479,5.9,0.1532461482874239,0.8202790693401889,0.5754666519440108,1.0,0.9916926148755525,0.9917324954925552,0.5721848350060593,0.8589439924536766,0.6588470100019163,0.6159123019089047,0.0612668743509865,0.93361018607568,0.6727899632022716,0.9534042281009528
West Bank and Gaza,PSE,2592.30591217647,53.6691458303782,24.42,69.213,89.1210984011759,100.0,98.7717073984261,99.3950169288026,-1.0985907,-1.8763518,-0.989397099999999,1.68298755186722,26.3636264444046,15.4,0.008245411495135704,0.4575356223714768,0.5526670784496222,1.0,0.9809030068981698,0.9932511414999762,0.24127160265960987,0.2017606426376092,0.28770594485307915,0.01781927593340373,0.15991692627206647,0.7158847865608408,0.29620722626256774,0.7324042843386016
"Yemen, Rep.",YEM,8074.625991382481,3.117463837096035,16.97,69.439,92.65956406180274,83.6,75.0357620960457,63.0827307655577,-1.87279819999999,-2.7505641,-1.90158959999999,1.03983180862549,34.8323598356099,3.7,0.027295664521912687,0.4646287113175568,0.5754666519440108,0.8266384778012684,0.6118661966754634,0.5881712429119482,0.0673890053809674,0.0,0.0718902583589602,0.01100961792716202,0.03842159916926272,0.93361018607568,0.5120679164372846,0.6268448590832169
Zambia,ZMB,1187.10943350064,14.9856262747939,5.898,66.528,56.7889289855957,51.1,73.4120376414689,37.4763362189112,-0.5330555,-0.1007849,-0.5611771,59.523784150984,24.3085919008655,83.0,0.003362561153608852,0.3732659594501289,0.34433958751872057,0.48308668076109945,0.5866211901773428,0.3025203847002248,0.36828758923749466,0.6115461361499603,0.38901854418985543,0.6302308850769381,0.8618899273104881,0.8824941735837878,0.8328745690029845,0.7580194802923705
Zimbabwe,ZWE,2497.20332208763,104.705170628667,9.435,63.064,92.65956406180274,62.0,67.2110209689938,34.6414985324477,-0.9876299,-1.0172382,-1.2109412,44.7366421093447,19.4941796611344,82.4,0.007914944032725767,0.2645471094093278,0.5754666519440108,0.5983086680761099,0.49021030854632824,0.27089649416951805,0.2661927666887832,0.4000366358199402,0.23529081095291837,0.47366634957929576,0.8556593977154726,0.49607332924210434,0.730391446701243,0.8180292321044035
